,Index,data,labels
1058,1864_7,"""The phone currently plays a large selection of media formats (MP4, M4V, 3GP etc) that aren't supported in the emulator.""",0
1059,0_857,"""This is a standard feature for other platforms.""",0
1060,1032_5,"""If I download that track and play it in standard player there is no such a glitch.""",0
1061,0_479,"""Learn from Android, guys!""",0
1062,3323,"""I use an event to change opacity to 1 once the image is loaded and sized and immediately I noticed that instead of just displaying the image faded in with a 1-second animation.""",0
1063,702_2,"""Music will then continue to play once you respond to the notification.""",0
1064,799_2,"""Any ideas, how do i report this,___ more""",0
1065,0_475,"""Just input PCM and output PCM would be enough.""",0
1066,763_9,"""We can see this feature already in some operational systems...""",0
1067,8955,There is no good reason for not allowing this so please add it.,0
1068,2611,"""However being able to tie this data with revenue data is limited as transaction data can only be downloaded by CSV through the Payout Summary page.""",0
1069,1485_7,"""I am very intersting in develop app in WCF that let me to receive notificaction from the server or other clients, but this is impossible for three main reasons: 1.- WiFi is disabled when the phone is locked.""",0
1070,0_2086,"""pointemy domain to feedly ?""",0
1071,780_1,"""Hi i am using 720....i upgrade my cell with 8.1 from developers preview.""",0
1072,1820,Repeatedly calling MediaPlayer.StepForwardOneFrame() `MediaPlayer.StepBackOneFrame() should switch between two frames but video is moving slightly back.,0
1073,0_554,"""WP has all of the security from 8.1 and features and some nice features please let the last feature be the Android apps.""",0
1074,957,Since I work in a data center I actually need a screen transfer hereby it would be easy to install programs,0
1075,1286_3,"""4 screenshots in two languages turns into 24 screenshots, which is totally nuts.""",0
1076,0_830,"""Things like throttling and dropouts The new emulators in the Windows Phone 8.1 tooling provide some excellent tools for emulating bad network connections, but there is no option to simulate broken connections""""",0
1077,4204,"""Currently a control will not be able to handle the request if the event has already been subscribed to in order to handle navigation.""",0
1078,4219,"""Many users still complains about given volume even fade in doesn't save the situation.""",0
1079,2031,I have about 15-20 similar errors in the build that are referencing things I don't directly call.,0
1080,746_6,"""I think we could provide valuable feedback and come up with exciting scenario's for___ more""",0
1081,1798_1,"""You will see it visually ""lock in"" to the text when this happens.""",0
1082,941_5,"""Invariably, some users resort to posting negative reviews which actually are questions to the developer that the developer can not answer directly because of the 1-way nature of the Reviews.""",0
1083,0_29,"""I've encountered an issue in Background Audio behavior dependent on app's name.""",0
1084,0_594,"""I sincerely hope it makes a difference (Didn't know where else to give this suggestion as there is no live.com uservoice)""",0
1085,267,"""As a developer I am constantly dropping new packages into the Dev Dashboard.""",0
1086,1485_5,"""___________________________________________ I hope Microsoft can open Asia voice function fastest""",0
1087,1148,App immediately displays yesterday's news stories and works in background to load new stories (or user pulls to refresh).,0
1088,1240_1,"""In WP8, the default Pivot control now correctly displays the title text at the top of the page with the PhoneFontFamilySemiBold and PhoneFontSizeMedium styles, but the standard ""blank"" page template still uses PhoneTextNormalStyle (which uses the normal font weight and a slightly smaller size) for the page title.""",0
1089,0_1638,"""for example if you want to have a feed with a particular tracked tag from tumblr, Feedly could create a feed.	""",0
1090,9482,Example: Remind me to ask Holly about the project status when I meet her the next time.,0
1091,2181,Removing the x:name or renaming that element is enough the margin is gone.,0
1092,806_2,"""When I upload this XAP to the store, look at the manifest and pre-populate the corresponding fields in my submission instead of giving me a chance to mismatch them.""",0
1093,2691,When adding (or removing) a lot of items we suspend the events and will raise a *single* event for all the items that were changed during the suspension period.,0
1094,1690_10,"""It seems that saving the CookieContainer isn't possible.""",0
1095,1750_4,"""I have cribbs about the lack of file transfer over bluetooth but the inability to play video and game sounds through a bluetooth headset is very, very lame..""",0
1096,0_260,"""There are some devs that are making multiple Windows Store accounts to spam the same repackaged apps.""",0
1097,0_1688,"""(Pages created with Wordpress allow this.)""""",0
1098,3475,"""and I must say that I completely understand them.""",0
1099,1782_3,"""Texture coordinate transforms are not exposed for any effects that can be used by the Reach profile even though this is something the GPU can probably do cheaply.""",0
1100,879_4,"""And then I remind myself that this is just on the SD card.""",0
1101,1804,"""Is there some sort of bug tracker for Microsoft software?""",0
1102,0_314,"""Android has an excellent tutorial for learning the basics and creating an app, even if you're not a Java expert.""",0
1103,1639_2,"""This could be implemented via WiFi, of course (since Zune does wireless Sync already), or even Bluetooth___ more""",0
1104,799_1,"""Br, Dejan Hi!""",0
1105,1462_2,"""Unfortunately, that task or access does not exist.""",0
1106,0_1975,"""The page from the URL loads fine and shows recent uploads but subscribing to that URL in Feedly is missing out some videos, for example, I can't see video: ""Europa Universalis IV Common Sense Multiplayer 21"" on the feed.""",0
1107,2378,"""I don't want all the time contact support wait wait wait and yeah we have issues or now is just Saturday...I've to wait til Monday?""",0
1108,896_12,"""So for example if an app is published in Canada and the United States and only the users in Canada leave a rating/reviews then the users in the United States will not see those ratings and could potentially decide not to download the app.""",0
1109,954,I can program my buttons in my Vive to mimic my fingers.,0
1110,926_3,"""I love one note because of its fast cross platform sync, i feel when i am on a call and want to take notes, adding a button in the dialer (Loudspeaker, mute, hold, add call.. ) to open OneNote will help me open it easily.""",0
1111,1817,The header still 'exists' and is keyboard focus-able.,0
1112,0_771,"""""Hello.





Moldova is a country with over 3 mil people, located in Europe, good relation with US, EU and all neighbors, but the Windows store is not available, high internet coverage and quality, strong Windows dive community, etc.""""",0
1113,1649,"""My Windows is Version 1709 Build 16299.19.""",0
1114,0_749,"""I am as a developer feel lacking big power and think keeping up with WPF hoping it will get 3d graphics support.""",0
1115,3578,"""Unless your app makes it into the Top Apps sections or Promoted apps then users can only download your app if they know about it and search for it by name themselves.""",0
1116,1824_19,"""Some of us are stuck with a phone that locks itself all the time.""",0
1117,2513,Presently one cannot print in UWP without invoking the print dialog.,0
1118,932_1,"""With the app on SD the device can be better ;)""",0
1119,1358,Uservoice already have it.,0
1120,0_1849,"""Just depending on what the user decided accounts relate.""",0
1121,1750_2,"""I'm not happy to implement something which is already there.""",0
1122,1557_2,"""This means that applications that wish to use the capabilities of the BackgroundAgent are restricted to using only local audio files that are deployed with teh application, or audio streaming sources.""",0
1123,1094,"""In UWP I extract the pages of a PDF using the method PdfDocument.GetPage(UInt32 pageIndex) and save the page as image to the local disk using PdfPage.RenderToStreamAsync(IRandomAccessStream outputStream).""",0
1124,2072,"""3) Build and run the app""",0
1125,1708_1,"""in China___we must control our flow because money.""",0
1126,1806_1,"""This could allow for quite a few scenarios - someone is currently locked in with a carrier that doesn't have WP7 phones available.""",0
1127,0_1957,"""IE 9 VERSION ?""",0
1128,1691,We are spending (and loosing) a great amount of time working around trying to do simple things (like pass command line arguments.. write on folders .. trying to execute another program ..).,0
1129,1451_4,"""Thanks Joe I have a great app idea going but I am missing one feature, the ability to upload music.""",0
1130,1287_20,"""Once again, these problems DO NOT happen on WP7.5 so I'd like to see if these are known issues on WP8 OS and hope to see the fix soon.""",0
1131,1810_3,"""Somebody correct me if I'm way off base.""",0
1132,2227,"""We are looking to change the way our HLS streams are generated and Windows seems to be one of the few platforms that doesn't support playing these type of streams.""",0
1133,705_2,"""Contrast this with the Windows Phone world, where the developer indicates trial mode in the store, but has to manually track the number of days___ more""",0
1134,724_1,"""The rate is set to 1-1.""",0
1135,835_2,"""Currently MS only seems to send snail mail invoices and only to certain countries (way to go in leading the way with technology in business!!)""",0
1136,0_843,"""And if Microsoft couldn't translate it, it could just copy over the original text.""",0
1137,1466,"""Especially if that steam roller is riddled with security issues and complexity way beyond the experience and latitude of most fly swatter users.""",0
1138,3192,"""Cortana for Windows IoT core only supports English.""",0
1139,1496_1,"""Click ""..."" expand menu.""",0
1140,0_1343,"""Currently cloud.feedly.com works only with IE10 browser which is still rather new to the world (especially corporate one).""",0
1141,1222_2,"""This submission went through smoothly.""",0
1142,2746,I can get the page source with current WinAppDriver and I see all the elements returned have the attributes for size (width height) or position(x y) but the values of those attribute are all zero.,0
1143,3906,"""You can also find a code sample here""",0
1144,2575,This is a Helper to ensure Safe handling of Content Dialogs This will help prevent exceptions from trying to open a Content Dialog when one is already open.,0
1145,968_1,"""it is now a pain to log into Dev Center.""",0
1146,1793_2,"""I thought I had raised this as a platform request, but seems it's showing up in Feature Feedback instead.""",0
1147,2966,"""In addition to being able to search on the internet SVG animated icons ready to use.""",0
1148,8154,Under WPF it is possible to initiate printing to the default printer by simply calling Print() on a properly configured PrintDocument object.,0
1149,388,And when you type GlyphUri in the VS XAML Editor and type equal sign it pops up an opinions menu to open a FontIcon Wizard.,0
1150,0_392,"""


Provision to play a Audio/Video to multiple devices connected in same network or network segment.





""",0
1151,989_4,"""Moreover kidscorner are not used by most of the bachelors.""",0
1152,946_2,"""Summa sumarum: Buy Launcher 8 or give us a way to customize the user Experience ourselves.""",0
1153,922_2,"""Change country on dev center account.""",0
1154,953_3,"""ability to lock Default media hub and Office hub using password...""",0
1155,4058,"""Some of our ui access features may be convertible to direct ink functionality would that be a worthwhile pursuit or would that leave us facing the same intersection from a different direction?""",0
1156,2515,Why not allow the creation of PDFs without print dialog interaction?,0
1157,1273_14,"""I had decided to buy a WP8 phone, but aslong as the calendar lacks so many functions, and there is no hope of a better 3rd party app, I will stick with iOS or possibly Android.""",0
1158,0_240,"""More info about the problem can be found here: http://stackoverflow.com/questions/11539755/winrt-frame-and-page-caching-how-to-create-new-page-instance-on-navigate-and http://caliburnmicro.com/announcements/application-state-part-1/ http://caliburnmicro.com/announcements/application-state-part-2/ http://caliburnmicro.com/announcements/application-state-part-3/ https://github.com/Caliburn-Micro/Caliburn.Micro/issues/95""""",0
1159,843_6,"""Si WP tuviera una oferta de aplicaciones de mensajer__a y herramientas tan amplia como los dem__s SO seguramente seria una buena competencia.""",0
1160,792_11,"""for settings conditional call forwarding which needs *61* at the front.""",0
1161,1690_5,"""I click on IMDb and it opens.""",0
1162,0_2024,"""When I visit certain ogg-based podcast feeds (such as http://thebugcast.org/ ), the embedded player shows as a video rather than an audio player, and the player controls do not work.""",0
1163,1469_4,"""That is irritating actually.""",0
1164,0_921,"""SMIL is the best declarative language for animations in the world, there is nothing like it.""",0
1165,0_970,"""I know it could be more plaisant, more colorfull, graphically improved, still better tuned to my real needs.""",0
1166,0_549,"""This make it easy to implement and obtain rating.Saves time and can focus on app logic as opposed to mundane tasks.""",0
1167,0_1706,"""My favorite web page which id http://lodz.naszemiasto.pl/rss/artykuly/1.xml is not acceptable by your app.""",0
1168,0_796,"""I've two apps with same name, one is in phone and the other one is in desktop.""",0
1169,836_1,"""Then, when the phone finds wifi and is able to connect, it back up the original high quality picture and deletes the resized photo from the cloud___ more""",0
1170,2098,I think I found a problem in Media Player.,0
1171,3818,"""There is absolutely no easy way to implement selectable text with complex markup.""",0
1172,847_2,"""Setting time for a new reminder in the calendar app is not possible.""",0
1173,4283,"""My app contains in-app purchases but customers can not buy these in-app purchases in the Windows Store for Business.""",0
1174,1441_2,"""The any video converter is powerful in converting multiple video of any format to FLV, so you can <strong><a href=""http://www.kvisoft.com/tutorials/avi-to-flv-conversion.html"">convert AVI to FLV</a></strong>, or <strong><a href=""http://www.kvisoft.com/tutorials/how-to-convert-mp4-to-flv.html"">convert MP4 to FLV</a></strong> etc in a breeze.</p> <p>2.""",0
1175,727_3,"""This fee applies only to alternative payment methods (e.g.""",0
1176,2589,When we get the pure image data without image file head info we don‘t want to chang the pure data.,0
1177,2130,"""A lot of small time developers like myself don't have the means to use the Microsoft Store to host their apps.""",0
1178,2277,This has been like that for many years but no one has done anything about it.,0
1179,0_230,""":) Ironically, this would truly make UWP """"Universal.""""""",0
1180,2281,"""There are many threads on Internet discussing this issue but Windows Store team doesn't seem to listen.""",0
1181,1008_7,"""However, Internet Explorer doesn't let us upload anything!""",0
1182,0_106,"""Using a masked control will save a lot of time for the developer and reduce the complaints and bugs""",0
1183,1585_1,"""at the current release there are no possibility to see or delete the certificates, which were installed at the phone.""",0
1184,531,Previously this is messy because it requires setting from C# code to measure height of font and multiply by number of lines to set textbox height from code.,0
1185,1784_15,"""Dark or Light) & return to the app which would now, in theory, respect their selection.""",0
1186,1740_2,"""Today application are achieving this by embedding browser control which is not a good expereince for end user.""",0
1187,4297,"""I really hope this will change in the near future because for Pro Audio applications something really has to change.""",0
1188,1488_12,"""http://wpdev.uservoice.com/forums/110705-app-platform/suggestions/1908309-enable-microsoft-xna-framework-media-visualization""",0
1189,1348,"""Actually we can't because the same notification would be send too if the user is closing the application.""",0
1190,967_21,"""My original account expired and I was forced to create a new account when I decided to enroll again.""",0
1191,1213_1,"""In this way, every decent game would get a considerable amount of exposure each day, while apps that had a rough beginning could mend their flaws and become successful apps.""",0
1192,796_5,"""If the app EVER had an IAP, it is not eligible for transfer.""",0
1193,1650,"""Installing BaseImage 16299 FailsThe DesktopAppConverter 2.1.1.release_2017-10-25 fails when Installing BaseImage Windows_InsiderPreview_DAC_16299.wim with PowerShell Error Record:""",0
1194,1210,Currently desktop bridge supports in app purchases.,0
1195,2521,"""Your changes from 1 are lost because the selection in the ListView changes before the LostFocus-event of the TextBox was raised.""",0
1196,1490_3,"""public void FocusAtPoint(double x, double y) method is not listed in PhotoCamera[from metadata] when i press F12 on PhotoCamera in text editor.""",0
1197,0_327,"""There is a Github repository but the samples have errors and it is difficult to modify them to suit your_____ more""""",0
1198,1742_1,"""That's RATING, not ""like/dislike"".""",0
1199,2107,I've looked into using a SoftwareBitmapSource instead but this is a lot slower and uses more memory and I'm not 100% sure whether its Dispose method works (doesn't affect memory shown in VS debugger but did seem to have an effect when testing using a mobile emulator).,0
1200,1864_8,"""This makes apps that use these formats extremely hard to debug.""",0
1201,0_1517,"""From what I can tell merely starting to play a podcast marks it as read or essentially completely listened to.""",0
1202,0_328,"""My Lumia 920 micro-usb port just broke so I need to deploy via wifi or bluethoot.


""",0
1203,2182,Nevertheless I would expect a less hacky solution.,0
1204,0_1985,"""It would also mean that I dont have to try and search for the video channels im subscribed to on youtube within feedly.""",0
1205,1868,Currently is not possibile to create a new Calendar inside an Enterprise Exchange user account.,0
1206,919_12,"""When I turn off the setting->screen autorotation,I find that this function is still enable in the setting->about phone.""",0
1207,721_1,"""In Windows Phone Store we are able to set the price for each county separately.""",0
1208,964_1,"""WCF discovery not supported in Windows Phone.""",0
1209,1864_5,"""So developpers can have more confidence it will pass the tests and fix the issues before submitting to the marketplace.""",0
1210,1421,This limitation results in a bad user experience because there are scenarios where the user is working with one application and another application performs some operations based on the copied content.,0
1211,0_195,"""The current design of the CameraCaptureUI on Windows 10 desktop/tablet renders it useless.


""",0
1212,2758,"""With SSDs and faster processors boot up is often times only a second sometimes less.""",0
1213,1549_4,"""It's a bit dull to have nearly all tiles the same colour.""",0
1214,4483,"""Wack show An error occurred while generating the report.""",0
1215,1118,A simple check of the Docker for Windows issues board ( https://github.com/docker/for-win/issues ) shows a large imbalance of Windows 10 and Hyper-V isolation related issued where the Windows Server 2016 issues are much less common.,0
1216,0_76,"""So currently, we can use the 8.1 tooling to get the list of emulators, but if we try to deploy to them they'll start up but app deployment will fail.""",0
1217,4574,"""loopMIDI is also an example of this in the MIDI realm allowing on-the-fly creation/destruction/renaming of virtual MIDI ports although lacking the routing/filtering layer which MIDI-OX's (primitive GUI) routing+filtering is a good example of.""",0
1218,0_391,"""In Windows 10 UWP, that's completely gone (you can use a Win Ph 8.1 Silverlight app to do it, but that's not UWP at all) We need to bring this_____ more""""",0
1219,0_1847,"""Often I have little time and just want to scan headlines, and make sure the ones that seem important get into the readitlater pile.""""",0
1220,843_11,"""If you change the price, it need to pass certification again.""",0
1221,926_12,"""It opens ad then close.""",0
1222,989_3,"""This will make wp users very happy .""",0
1223,0_1365,"""This is very powerful feature.""",0
1224,1623,"""Currently it is impossible to implement context menus save files and implement other functions general web browsers have.""",0
1225,1294_1,"""Making it possible to change iso in Video mode.""",0
1226,670,"""The store listings are not editable for all my applications.""",0
1227,8891,Contrast this with the Windows Phone world where the developer indicates trial mode in the store but has to manually track the number of days since install whether the user has purchased etc.,0
1228,0_967,"""It takes years to learn how to handle windows 7.""",0
1229,714,"""I have chick bug code 0xe6 is DRIVER_VERIFIER_DMA_VIOLATION.""",0
1230,4435,"""I already know workarounds using Bindings but they are not practical they need more code and they are semantically incorrect (a binding is not a transcoding/conversion they are different by nature).""",0
1231,1682_1,"""Forwarding an existing message thats what i miss a lot.""",0
1232,1358_12,"""On the Windows phone website, my account shows ALL the apps I downloaded, but after resetting my phone, I was forced to remember which ones were useful vs useless...""",0
1233,2428,Three days is not fast enough for many common scenarios.,0
1234,1304,The test.log file is created again.,0
1235,688_1,"""i can use it to recover my files.""",0
1236,845,"""Then when you move the screen it will not have the same problem.""",0
1237,947_7,"""Best regards from Germany""",0
1238,791_7,"""Currently a file is simply flagged as deleted.""",0
1239,1741_12,"""Xbox360_________________________________________________________________________________________________________WindowsPhone7__________________________________________________________________ ______________________________________________________________________________________________________________________________________ __________________________________________________________________________________________________________æ ______________________________________________________________________________________________________""",0
1240,872_4,"""nofificaiones center had to be moved from the left meego guy already looks better and cleaner and so would not be copied anyone since nokia who introduced this feature as bought a nokia, also all in the family""",0
1241,0_759,"""Use 3rd party managed 3d graphics library which is a wrapper around DirectX.""",0
1242,0_291,"""


However when the Barcode is generated, it will generate this code as image: M1STURM/ANDREAS EZ5E2PU TXLSTRAB 6531 062Y020A0023 33C.""""",0
1243,750_3,"""This would extend the power already available with share pickers to perform more generic tasks, and would result in a better experience for the user.""",0
1244,981_5,"""search option in messages 1.""",0
1245,949_2,"""Users need to vote, most votes get done?""",0
1246,3305,"""The control would include a field for required ContactFieldTypes.""",0
1247,1240,"""So I uninstalled KB4057144 became build 15063.850.""",0
1248,0_953,"""When looking at help & examples online while working on my code, I sometimes run into differences between WPF, Windows Runtime, and Silverlight but don't realize it right away, and end up frustrating myself until I do.





I see no reason to have 3 variations that are so similar, especially with the current efforts to make things universal.""""",0
1249,1507,"""right now the window.closed event for desktop fires both for minimization and for closing events.""",0
1250,0_25,"""Once it happens in normal usage, you won't be able to reinitialize the player at all without restarting the phone.""",0
1251,1909,An given example of the API can be seen below:,0
1252,1361_14,"""Programmatically enable or disable the feature___ more""",0
1253,0_151,"""Do you think it can work this way?""",0
1254,1472_3,"""Many small developers skip Brazil and Korea from worldwide distribution because there are mandatory rating agency requirements.""",0
1255,0_2019,"""I've tried deleting apps and different configuration but impossible.""",0
1256,0_2113,"""It is equal if i use my iPad or my iphone (different provider sim cards) , both are showing me the error that no connection is there.""",0
1257,817_3,"""Whatsapp cant send audios, truecaller cant interpret incoming calls, we cant access the list of apps installed and numerous others too.""",0
1258,988_1,"""All uesr want to find fast their contact when they must call, so it's very good to insert the fast search on phone dialer, it's good that the user can choose the better method to search, like name or/and surname or/and Address etc...""",0
1259,0_2151,"""You have a group of friends with send my favorite post writing command.""",0
1260,1264_3,"""Keyboard is nice but when you do landscape mode on the keyboard the whole screen is not covered by the keyboard the status bar sort of shortens the keyboard so it would be nice if the status bar didn't interfere 10.""",0
1261,0_220,"""One would hope if I search for a word in the title our app would show up_____ more""""",0
1262,1276_3,"""Because they would have to be always online and query the online service frequently.""",0
1263,715_2,"""Implementing the Auto-Upload feature in a Silverlight 8.1 application causes the application to not be clickable in the Auto Upload settings menu within the phones settings.""",0
1264,2500,"""Behind the portal the user could control which microphones the Lumia would use to circumvent the bug affecting the Lumias 930 Brazilians.""",0
1265,1365_1,"""I do really like the idea of contract in windows 8.""",0
1266,898_1,"""this implied that background applications in some cas updated costatemete.si presents many notifications have an application that only the logo appears and the number of requests for this application""",0
1267,1857,Start a VM and connect it to the Default Switch (NAT),0
1268,1668,"""For instance when running my app on the Hololens it applies a 150% scale factor.""",0
1269,549,Let's say I have a couple of views and their related viewmodels.,0
1270,94,"""Today we have the x:DefaultBindMode attribute to define the default binding mode generated for a compiled data binding created with x:Bind.""",0
1271,847_6,"""If a user has taken the time to mark pictures as favorites, we should celebrate that and make it simple for developers to use that in their own applications.""",0
1272,911_12,"""This notification, in my opinion, will make WinPho stills a different OS from Android and iOS.""",0
1273,468,"""Unfortunately there are no more details available from the certification process.""",0
1274,1386,"""and this grouping will obviously include the semantic zoom feature as well.""",0
1275,0_2062,"""Currently, Feedly Syncs with Google Reader.""",0
1276,1464,As bad as the Android docs are they at least make an effort to publish limits.,0
1277,0_1617,"""Mailing list would be great as well.; Great job!""",0
1278,1006_3,"""I tried everything, then used system restore to restore to the previous restore point, that got me back up and running.""",0
1279,1281_1,"""artist image ....""",0
1280,0_765,"""Very hard.""",0
1281,1722_1,"""Now when you reset your phone or move to a new phone the linking is not kept.""",0
1282,755_3,"""Companies need to have the correct sales estimate for the accounts purposes.""",0
1283,503,Maybe it will help someone.,0
1284,2308,When working with parameters this works as long as the parameters have the default names.,0
1285,0_1922,"""The current uninstall leaves several settings in your about config and makes other changes which make it impossible to subscribe using Live Bookmarks anymore.""",0
1286,709_1,"""It would be much less frustrating for Windows/Windows Phone developers to have hints sent with the certification failed reports, which make it easier to tackle obvious issues that arise because of the restrictions of Windows/ Windows Phone.""",0
1287,770,"""Expectation: User swipes from the left to the right to reveal the options on the left (as if dragging the item to the right to reveal options behind it)""",0
1288,2511,Original request is from this link -,0
1289,971_2,"""then dismiss keyboard.""",0
1290,1021,I also understand that this will be something that software manufacturers will be requesting to MS directly.,0
1291,747_1,"""is installed successfully.""",0
1292,1626,"""e.g: Represents the I<sup>2</sup> C controller for the system""",0
1293,1868_3,"""So he cant login into his another account.""",0
1294,0_1469,"""I've updated my preferences which works until I close the browser and restart it, then my preference is set to show it again.""""",0
1295,375,Any idea if this will be fixed in a cummulative update?,0
1296,3948,"""This facility exist for public store apps but not LOB ones.""",0
1297,1747_1,"""________________æ ___________________________________________________________________________________________________________________________________________________________ HTC 7 Pro______________________________________________________________________________________________________________________""",0
1298,631,"""Note 2: if discard of using ISupportIncrementalLoading""",0
1299,722,"""All with the same original and translated text for all languages!""",0
1300,1515_3,"""If an app can not be found with its ideal keyword (becuase over a hundred apps already have used that search term) then new apps cannot be found with their ideal search terms.""",0
1301,0_2146,"""Chrome would gradually get slower and slower (a new development since Feedly asked to run the always-on tray app).""",0
1302,0_115,"""The Modern compiler produces a header-only library designed to provide Standard C++ developers with first-class access to the Windows API.""",0
1303,3887,"""Basic scenario is the need to store set of secret API keys for various 3-rd party APIs (twitter for example).""",0
1304,1736_1,"""PC___Web____________________________Marketplace_______________________________________________________ _________PC___________________________________________ja-jp______________________________________________________________________________________________________________________________________________________________________________________________________________ ____________________________________________________________________________________________________ ______________________MS___________________________________________________________________________________________________________""",0
1305,994_3,"""Manually renaming the file extension to .wma on PC will allow us to play the file properly in Windows Media Player I discussed this issue in dev forum and Eric from Microsoft dev team was able to reproduce this issue http://social.msdn.microsoft.com/Forums/wpapps/en-US/096675a1-1759-4125-9cd0-0ac4e2eeb146/medialibraryextensions-savesong-forces-file-extension-to-mp3 .wma files copied/moved to Music library using MediaLibraryExtensions.SaveSong() API from a windows phone app are stored in Music library with .mp3 extension, though the audio file itself will play properly from Music library When you share it via email - you can notice that file attached has a .mp3 extension Or connect phone to PC with usb cable and browse through windows explorer to Music folder - you will find the file with .mp3 extension.""",0
1306,3678,"""Is this new policy or is it a bug?""",0
1307,919_13,"""Since many devs these days use consider only WebKit while developing mobile websites these websites do not render good using IE(which uses Trident isn't much HTML5 compliant).""",0
1308,0_704,"""suppress the tie beetwin the keyboards of my two computers, so I have not to change it at any time I start""",0
1309,1386_1,"""Perhaps a double-tap opens the app like they do now.""",0
1310,0_1974,"""So I am using URL for recent uploads from a YouTube account, example: https://www.youtube.com/playlist?list=UUISPcad-6svNxgViVr_syvA;""",0
1311,3283,"""There is a section for that in the device portal but there is currently not data.""",0
1312,0_1369,"""Burt the feedly extension seems to be horribly broken.""""",0
1313,316,"""I'm aware that there's some potential overlap here with proposed timeline and sets functionality which allows people to continue where they left off but this request is specifically focused on what happens when the PC restarts without interaction when the user is away from the device.""",0
1314,447,6) You will see that await loadAsyncTask never ends...,0
1315,0_366,"""As AES 256 encryption in PDF's is commonplace, the API should be able to support it?""""",0
1316,2633,"""I do not know what else to do.""",0
1317,2759,"""It has become difficult to both know what key you need to press and get the timing of the press correct to be able to access your BIOS.""",0
1318,2514,"""This hinders automation in the creation of PDFs.""",0
1319,0_722,"""This just makes me angry as a serious developer!""",0
1320,0_571,"""This could work :)""",0
1321,0_1652,"""Right now it's a black box.""""",0
1322,1286_2,"""Because WVGA and WXGA are the same aspect ratio, and because the website is a giant PITA in uploading images, you have to take and submit 3 screenshots per actual screenshot per language.""",0
1323,1253,"""The sandbox nonsense has to go.""",0
1324,666_1,"""When I driving my car and need to make call at 99% of times the phone use vocal commands for starting bing search instead of call contact.""",0
1325,1868_1,"""Currently if we logged in twitter/fb or any other social networking sites throug their APIs, we cant logout.""",0
1326,676_5,"""When I try to insert a new Bank Account I receive an error because there is a validation that the Bank Account should be in the same Country of my account.""",0
1327,663_4,"""Note: in your .csproj file, there is a SupportedCultures entry like this: <SupportedCultures>de-DE;ru;ru-RU </SupportedCultures> When I removed the ""ru"" language code and published my new xap version, the old xap version still remains in the Store with ""Replaced and unpublished"".""",0
1328,946_9,"""Windows Phone Lacks BackGround Tasking thats why Apps Like TrueCaller, IE application dont run in background.""",0
1329,803_3,"""Windows 8 phone.""",0
1330,817_2,"""It is not at all flexible.""",0
1331,1799,Like for example for Space apps where Earth have satellites NEO and space stations and they all have orbits based on earth so orbital view in 3D make it better in Mixed reality,0
1332,2101,But if phone calls then will be simulated SystemMediaTransportControls pause button click (MediaPlayer.SystemMediaTransportControls.ButtonPressed event) and on phone call I can correctly stop my player and change some states.,0
1333,834_21,"""As an app publisher in South Africa, I am currently unable to get any sort of proper tax invoice for purchases made through my developer account.""",0
1334,1325,"""Having SOCK_SEQPACKET would remove the burden of distinguishing between independent messages from the user.""",0
1335,3944,"""At least one of the animated GIFs will disappear.""",0
1336,53,"""Will the Blend features like isolated Template editing be working?""",0
1337,1228_5,"""Today's world where Java is every where I don't know why WP does not support java based applications and why Microsoft haven't provided any way to develop WP applications in Java.""",0
1338,4234,"""IBM layout) the VirtualKey information is correct.""",0
1339,0_1504,"""I'm talking about just integrating my stream / followed tumblrs, that is, reading not posting.""",0
1340,2534,"""When the Japanese IME is ON inserting a character into the WinForm Richtext Editor and the MS Word will apply the font style of the left character.""",0
1341,1214,"""When a mediaplayerelement is playing or paused a video.""",0
1342,1815_3,"""WP7 will only let me use exchange with registered and installed certificates and will not let me bypass if I know it is okay.""",0
1343,1276,"""This is only available for WPF - https://github.com/Alex141/CalcBinding""",0
1344,148,"""Is not news that Window mobile won't have a chance against the major OSs out in the market so I was thinking why try to implement something new when what is out there can be used for good on Microsoft side?""",0
1345,0_1910,"""I have a jabber-Account GoogleTalk.""",0
1346,22,"""I've tried this sample but not a luck.""",0
1347,1460_4,"""As long as it can't give me relevant search results, keep the darn thing away from my phone!""",0
1348,3361,"""Master Panel in MasterDetailsView was intended to be used as PullToRefreshListView because usually the ListView in Master Panel is dynamically changing It is often used for showing Collections of Emails Articles etc.""",0
1349,3901,"""Hello there is currently a bug withing the insider preview for desktop and phone.""",0
1350,954_6,"""Apps Quest submission doesn't work.""",0
1351,0_1568,"""great app!""",0
1352,881_12,"""if the Microsoft force users to use Office or force developers to use SkyDrive by this way, may take the opposite result, and lost users and developers..""",0
1353,2858,"""When the user starts video playback on a phone we use SuppressSystemOverlays to hide the navigation bar (on devices such as Lumia 950 that has them) and status bar.""",0
1354,390,When you select either on it automtically adds the font to a Folder under your project called Fonts that you can specify using a ms-appx resource path...,0
1355,2798,Even the official Microsoft UWP sample accuses the same problem:,0
1356,1514,"""On the slow ring we are currently on Windows build 17025 but the only SDK download link provided on the Windows Insider download page is for 17061 at time of writing.""",0
1357,0_665,"""When a corporate customer tries to submit app, an error message ""Your account doesn't have permission to submit apps to the Store"" displays and they cannot submit any app.





I know that this message means when Symantec vetting is triggered, but this message is vague and doesn't mention what user needs to do.""""",0
